Date,Open,High,Low,Close,Adj Close,Volume
11/23/2021,7400,7500,7400,7475,7362.169922,43477500
11/24/2021,7575,7575,7425,7475,7362.169922,35181400
11/25/2021,7450,7525,7425,7425,7312.924316,40216100
11/26/2021,7400,7450,7250,7275,7165.188477,113288400
11/29/2021,7275,7425,7175,7400,7288.301758,87907900
11/30/2021,7325,7425,7275,7275,7165.188477,144923700
12/1/2021,7275,7450,7275,7300,7189.811523,76538100
12/2/2021,7375,7500,7300,7500,7386.79248,66831000
12/3/2021,7525,7525,7350,7375,7263.679199,63283700
12/6/2021,7450,7475,7350,7350,7239.056641,56944100
12/7/2021,7450,7475,7350,7350,7239.056641,51258200
12/8/2021,7450,7475,7400,7425,7312.924316,74775000
12/9/2021,7400,7450,7350,7350,7239.056641,54886400
12/10/2021,7325,7375,7275,7375,7263.679199,91092400
12/13/2021,7375,7400,7300,7300,7189.811523,59977100
12/14/2021,7300,7375,7275,7300,7189.811523,49763600
12/15/2021,7300,7375,7275,7300,7189.811523,52477600
12/16/2021,7375,7400,7275,7275,7165.188477,95171400
12/17/2021,7325,7500,7300,7500,7386.79248,107096800
12/20/2021,7350,7400,7325,7375,7263.679199,74753000
12/21/2021,7325,7400,7325,7375,7263.679199,52386100
12/22/2021,7425,7425,7325,7325,7214.434082,33232000
12/23/2021,7325,7350,7300,7300,7189.811523,37136400
12/24/2021,7300,7350,7300,7300,7189.811523,30802100
12/27/2021,7300,7350,7300,7350,7239.056641,20722100
12/28/2021,7375,7400,7325,7350,7239.056641,39343800
12/29/2021,7350,7375,7300,7300,7189.811523,42079500
12/30/2021,7350,7350,7300,7300,7189.811523,49954700
1/3/2022,7325,7400,7300,7325,7214.434082,54287400
1/4/2022,7325,7450,7325,7400,7288.301758,70624000
1/5/2022,7450,7525,7375,7450,7337.547363,76164900
1/6/2022,7500,7525,7425,7475,7362.169922,63657100
1/7/2022,7550,7700,7500,7650,7534.52832,143433300
1/10/2022,7575,7650,7550,7600,7485.283203,45351900
1/11/2022,7650,7700,7625,7700,7583.773438,110334600
1/12/2022,7700,7700,7650,7700,7583.773438,62606000
1/13/2022,7700,7750,7650,7700,7583.773438,50025200
1/14/2022,7700,7850,7650,7850,7731.509277,65898700
1/17/2022,7900,7900,7700,7750,7633.019043,63902600
1/18/2022,7775,7775,7550,7675,7559.150879,71476300
1/19/2022,7650,7725,7575,7675,7559.150879,60389700
1/20/2022,7725,7775,7625,7775,7657.641602,59925500
1/21/2022,7775,7950,7700,7950,7830,63370500
1/24/2022,7825,7850,7775,7800,7682.26416,40278300
1/25/2022,7675,7775,7625,7775,7657.641602,106796900
1/26/2022,7700,7750,7650,7700,7583.773438,53350200
1/27/2022,7625,7800,7625,7800,7682.26416,71945100
1/28/2022,7800,7825,7700,7775,7657.641602,70595000
1/31/2022,7775,7775,7625,7625,7509.905762,68122000
2/2/2022,7775,7800,7675,7800,7682.26416,65308100
2/3/2022,7800,7825,7700,7725,7608.395996,35100600
2/4/2022,7750,7800,7700,7725,7608.395996,39324700
2/7/2022,7775,7800,7700,7800,7682.26416,56813200
2/8/2022,7750,7850,7725,7725,7608.395996,61883100
2/9/2022,7850,7950,7800,7950,7830,108922200
2/10/2022,7950,7950,7750,7750,7633.019043,93277000
2/11/2022,7675,7825,7650,7825,7706.886719,71968800
2/14/2022,7750,7775,7700,7700,7583.773438,57710700
2/15/2022,7750,7875,7725,7875,7756.131836,55617000
2/16/2022,7850,7975,7825,7975,7854.622559,77055100
2/17/2022,7850,7925,7800,7900,7780.754883,48704600
2/18/2022,7950,7950,7850,7925,7805.377441,56813400
2/21/2022,7925,7975,7900,7950,7830,43821700
2/22/2022,7900,7950,7850,7900,7780.754883,80095500
2/23/2022,7900,8100,7875,8050,7928.490723,99240300
2/24/2022,8125,8150,7925,8000,7879.245117,124947700
2/25/2022,7950,8175,7925,8050,7928.490723,135899900
3/1/2022,8000,8175,8000,8050,7928.490723,136616800
3/2/2022,8225,8225,7975,7975,7854.622559,100301000
3/4/2022,7975,8025,7900,7900,7780.754883,132983400
3/7/2022,7800,7850,7700,7700,7583.773438,130990900
3/8/2022,7700,7850,7650,7650,7534.52832,119256500
3/9/2022,7700,7950,7650,7850,7731.509277,132814500
3/10/2022,7925,7975,7800,7925,7805.377441,86484000
3/11/2022,7725,7950,7725,7950,7830,61053900
3/14/2022,8050,8100,7950,8075,7953.113281,78432100
3/15/2022,8150,8200,8075,8150,8026.980957,111214500
3/16/2022,8275,8275,8075,8200,8076.226563,149761300
3/17/2022,8300,8300,8000,8000,7879.245117,132439400
3/18/2022,8000,8100,7900,7900,7780.754883,143981700
3/21/2022,7800,7950,7800,7900,7780.754883,85485500
3/22/2022,7900,7950,7875,7925,7805.377441,60010900
3/23/2022,7925,7950,7825,7900,7780.754883,82208000
3/24/2022,7850,7950,7800,7925,7805.377441,95245100
3/25/2022,7900,7950,7900,7950,7830,85101200
3/28/2022,7825,7900,7800,7900,7900,83911500
3/29/2022,7875,7900,7825,7850,7850,62180600
3/30/2022,7900,7900,7825,7875,7875,71430600
3/31/2022,7925,8000,7875,7975,7975,112691900
4/1/2022,8075,8075,7850,7925,7925,105575400
4/4/2022,7925,7925,7825,7900,7900,57321200
4/5/2022,7900,7900,7850,7900,7900,48528300
4/6/2022,7825,7850,7750,7750,7750,119263000
4/7/2022,7725,7825,7700,7750,7750,68619400
4/8/2022,7800,7875,7775,7850,7850,69791600
4/11/2022,7825,7875,7725,7725,7725,62776200
4/12/2022,7725,7800,7700,7800,7800,73471300
4/13/2022,7800,7850,7750,7800,7800,57622100
4/14/2022,7800,7800,7700,7700,7700,93342900
4/18/2022,7700,7725,7625,7700,7700,68464700
4/19/2022,7700,7700,7625,7625,7625,98632000
4/20/2022,7725,7725,7625,7650,7650,124388800
4/21/2022,7800,7925,7750,7925,7925,129323400
4/22/2022,7850,7925,7800,7875,7875,85956100
4/25/2022,7875,8000,7825,8000,8000,91279600
4/26/2022,7925,8125,7925,8125,8125,128360900
4/27/2022,8075,8200,8075,8200,8200,89463100
4/28/2022,8250,8250,8075,8125,8125,133730600
5/9/2022,7875,7900,7600,7600,7600,456796600
5/10/2022,7250,7600,7250,7525,7525,268445700
5/11/2022,7525,7700,7450,7650,7650,156535200
5/12/2022,7525,7550,7275,7275,7275,240529600
5/13/2022,7250,7475,7250,7325,7325,212968600
5/17/2022,7275,7475,7275,7400,7400,159657600
5/18/2022,7500,7575,7375,7575,7575,153514300
5/19/2022,7400,7475,7375,7450,7450,140908900
5/20/2022,7425,7475,7400,7400,7400,86520200
5/23/2022,7450,7475,7350,7375,7375,71603500
5/24/2022,7325,7475,7325,7350,7350,108710800
5/25/2022,7400,7450,7350,7375,7375,76747400
5/27/2022,7525,7575,7475,7575,7575,84336900
5/30/2022,7575,7600,7475,7575,7575,105411400
5/31/2022,7600,7750,7525,7750,7750,286292700
6/2/2022,7625,7675,7525,7575,7575,149226300
6/3/2022,7600,7675,7575,7600,7600,80563100
6/6/2022,7550,7575,7425,7450,7450,81140300
6/7/2022,7300,7475,7300,7375,7375,129242500
6/8/2022,7500,7600,7425,7600,7600,108910500
6/9/2022,7500,7575,7500,7500,7500,107828300
6/10/2022,7400,7450,7350,7350,7350,111768600
6/13/2022,7300,7400,7275,7350,7350,85539500
6/14/2022,7300,7400,7250,7400,7400,80865100
6/15/2022,7300,7375,7300,7325,7325,130367100
6/16/2022,7400,7600,7375,7575,7575,132666300
6/17/2022,7425,7550,7425,7500,7500,117839400
6/20/2022,7600,7650,7500,7625,7625,88138700
6/21/2022,7600,7650,7550,7650,7650,44295700
6/22/2022,7625,7650,7500,7500,7500,53041800
6/23/2022,7450,7575,7450,7525,7525,60443000
6/24/2022,7600,7600,7475,7475,7475,57956600
6/27/2022,7475,7500,7350,7350,7350,76354100
6/28/2022,7300,7400,7300,7300,7300,146078100
6/29/2022,7325,7400,7275,7275,7275,98517800
6/30/2022,7300,7400,7250,7250,7250,101343900
7/1/2022,7300,7325,7250,7250,7250,68738800
7/4/2022,7250,7275,7000,7050,7050,102238600
7/5/2022,7100,7325,7100,7250,7250,69172900
7/6/2022,7300,7325,7175,7300,7300,66801100
7/7/2022,7225,7250,7100,7100,7100,86126800
7/8/2022,7125,7175,7075,7150,7150,64312400
7/11/2022,7200,7200,7125,7125,7125,36830800
7/12/2022,7175,7250,7150,7175,7175,34269000
7/13/2022,7100,7125,7000,7000,7000,71988200
7/14/2022,7025,7100,7000,7025,7025,83316300
7/15/2022,7100,7100,7000,7000,7000,57419900
7/18/2022,7025,7150,7025,7150,7150,60077700
7/19/2022,7100,7175,7100,7175,7175,59641000
7/20/2022,7200,7400,7175,7400,7400,105792900
7/21/2022,7400,7400,7250,7400,7400,64337100
7/22/2022,7400,7400,7300,7325,7325,38956500
7/25/2022,7350,7375,7300,7300,7300,31247600
7/26/2022,7250,7375,7250,7300,7300,44379900
7/27/2022,7325,7350,7275,7325,7325,58465500
7/28/2022,7375,7450,7325,7350,7350,86909700
7/29/2022,7400,7475,7350,7350,7350,131553000
8/1/2022,7350,7500,7350,7500,7500,104841600
8/2/2022,7600,7625,7500,7600,7600,106466900
8/3/2022,7625,7625,7575,7625,7625,60170600
8/4/2022,7675,7800,7650,7800,7800,164221000
8/5/2022,7825,7875,7725,7875,7875,118734200
8/8/2022,7875,7925,7750,7875,7875,84328900
8/9/2022,7875,7975,7875,7900,7900,92875800
8/10/2022,7800,7900,7725,7900,7900,104376300
8/11/2022,7850,7950,7825,7950,7950,73204700
8/12/2022,7925,7975,7850,7925,7925,59381200
8/15/2022,7950,7975,7900,7950,7950,81411000
8/16/2022,7950,7975,7850,7975,7975,83556700
8/18/2022,7900,8025,7875,8000,8000,86136900
8/19/2022,8050,8050,7900,7900,7900,58194900
8/22/2022,7850,8000,7825,8000,8000,97293300
8/23/2022,8000,8000,7900,7900,7900,71671800
8/24/2022,7950,8025,7900,7950,7950,108892400
8/25/2022,8000,8100,7900,8075,8075,99503500
8/26/2022,8025,8125,8000,8000,8000,80472400
8/29/2022,8000,8150,7950,8150,8150,57762100
8/30/2022,8100,8275,8075,8175,8175,124467000
8/31/2022,8075,8225,8050,8200,8200,137659900
9/1/2022,8150,8250,8125,8150,8150,74960800
9/2/2022,8150,8225,8150,8225,8225,71430600
9/5/2022,8225,8300,8200,8275,8275,62906000
9/6/2022,8300,8350,8250,8275,8275,67079900
9/7/2022,8250,8375,8250,8375,8375,117931700
9/8/2022,8400,8500,8350,8350,8350,132777400
9/9/2022,8500,8500,8275,8375,8375,91234600
9/12/2022,8325,8425,8325,8375,8375,52395300
9/13/2022,8375,8575,8375,8525,8525,124485200
9/14/2022,8375,8650,8375,8500,8500,116642400
9/15/2022,8500,8875,8500,8750,8750,190404800
9/16/2022,8700,8725,8450,8450,8450,363127600
9/19/2022,8475,8750,8450,8650,8650,102530600
9/20/2022,8550,8650,8550,8550,8550,89238400
9/21/2022,8525,8600,8425,8475,8475,90933700
9/22/2022,8375,8525,8375,8475,8475,61908500
9/23/2022,8375,8475,8375,8375,8375,60567600
9/26/2022,8200,8500,8200,8425,8425,106228200
9/27/2022,8375,8450,8300,8300,8300,89567100
